timestamp,session_id,src_ip,src_port,dst_ip,dst_port,protocol,duration_sec,bytes,cell_tower_lat,cell_tower_lon,anomalystatus,Phone Number A,Phone Number B
2025-08-31T21:54:00Z,398543af-77aa-4c2b-8939-f7fcaf58732b,115.96.252.224,37689.0,47.8.122.173,45291.0,SIP,5581.0,672976500.0,13.0827,80.2707,1.0,9852661746,8521795260
2025-10-27T06:57:00Z,1121cce4-974f-441b-9275-33b662a601ce,49.36.246.105,41606.0,114.31.255.123,49041.0,TCP,12397.0,432690955.0,28.6139,77.209,1.0,7067979506,8035620540
2025-10-03T10:04:00Z,17164e17-6c83-4c38-81f4-cbf34914b2a4,47.8.48.104,21873.0,117.194.5.75,33605.0,TCP,10381.0,359821811.0,13.0827,80.2707,1.0,7043149560,9781483645
2025-10-06T07:29:00Z,eaaf951b-38dc-4da0-b678-579579e391e7,27.56.61.207,25160.0,106.51.248.73,28981.0,UDP,3318.0,203159484.0,17.385,78.4867,1.0,8735376134,8978694616
2025-09-08T12:09:00Z,bcb2f512-eb84-406c-8f90-303a70a500d3,117.194.7.200,1289.0,47.8.114.169,32623.0,HTTPS,4382.0,585368501.0,17.385,78.4867,1.0,9703243723,9809991227
2025-09-19T02:24:00Z,c7920bad-690f-4e06-bbbb-92e9f8c1a45b,115.96.73.79,55884.0,47.8.160.107,28916.0,UDP,10497.0,796483003.0,22.5726,88.3639,1.0,7970576539,8657982117
2025-10-11T21:40:00Z,c7cdb6d4-d144-4025-b6bb-efa990eaaf24,203.81.208.49,36984.0,106.51.27.190,1615.0,SIP,14889.0,700360065.0,12.9716,77.5946,1.0,7386984618,9426234779
2025-09-07T14:43:00Z,3e55042c-e024-49cc-a56f-8d087c63a7db,203.81.168.227,15015.0,203.81.98.85,16047.0,SIP,17350.0,277783079.0,22.5726,88.3639,1.0,7407121460,8731070653
2025-09-23T09:30:00Z,b29671ff-723e-42ea-b87b-288cea574026,114.31.119.121,28565.0,115.96.165.1,41472.0,HTTPS,4065.0,694974421.0,13.0827,80.2707,1.0,8392042240,8079143011
2025-09-14T17:52:00Z,70a48a5d-073e-4359-b8b6-b0530d8916a7,47.8.50.219,20284.0,114.31.145.56,60989.0,UDP,10656.0,942625400.0,12.9716,77.5946,1.0,8035764005,8610822179
2025-09-24T21:56:00Z,d4a4aa38-ec72-4427-9420-3d9678de15a8,114.31.7.38,65384.0,115.96.114.172,35424.0,TCP,1825.0,786329234.0,22.5726,88.3639,1.0,8313440083,7467072594
2025-10-10T03:54:00Z,434311f0-4ef3-423e-92f7-a2a4ececd0f4,49.36.126.29,42236.0,106.51.45.184,50793.0,HTTPS,19797.0,528998489.0,28.6139,77.209,1.0,8066441843,7568696205
2025-10-25T10:16:00Z,4e852d4d-d822-4001-a9be-2fb57364f56f,203.81.164.134,19124.0,117.194.35.57,11784.0,UDP,6479.0,336014074.0,28.6139,77.209,1.0,8873784645,7249914675
2025-10-24T23:19:00Z,d3b31072-aa5f-451d-95a4-e5ce78d2b382,106.51.170.126,51960.0,114.31.51.237,62878.0,UDP,8558.0,47628935.0,22.5726,88.3639,1.0,8084404300,9484187086
2025-09-11T17:15:00Z,ba98d46d-bbd9-449d-b3ed-6bd3763f4d20,49.36.249.197,2294.0,49.36.246.228,60050.0,UDP,9317.0,724525686.0,19.076,72.8777,1.0,9931475692,7179470886
2025-10-16T21:33:00Z,17d0bcfe-cd94-430a-b359-eb645c9061cf,49.36.198.231,18011.0,47.8.236.250,18783.0,UDP,3783.0,718209687.0,22.5726,88.3639,1.0,9047037121,7145946171
2025-10-10T09:04:00Z,dddad1a4-f280-4dbf-af4c-07a57ac0fc89,106.51.20.29,46829.0,115.96.53.35,30560.0,TCP,10440.0,501386068.0,19.076,72.8777,1.0,8312432120,7461482873
2025-09-06T02:36:00Z,624a8bb4-529c-40b3-9ed9-3c07d54b6a64,27.56.8.84,24489.0,106.51.134.104,60062.0,HTTPS,9246.0,586778482.0,13.0827,80.2707,1.0,8423375585,9993669565
2025-10-19T10:35:00Z,836e672d-89c7-4070-ac8d-86cc7d0e28a8,203.81.41.93,10761.0,27.56.5.105,57588.0,HTTPS,4170.0,596139892.0,19.076,72.8777,1.0,9992337542,7120575599
2025-09-21T15:55:00Z,e827b2f6-7737-4d06-914e-87b0ee974514,115.96.169.205,19669.0,203.81.119.241,29427.0,HTTPS,4290.0,864621567.0,28.6139,77.209,1.0,8973947525,7376943113
2025-10-08T23:01:00Z,da2a4dc7-8017-4d89-a834-97cf5b588399,27.56.19.78,60398.0,106.51.121.213,33977.0,HTTPS,6669.0,43531095.0,19.076,72.8777,1.0,9608693537,8611718120
2025-10-08T02:09:00Z,67ea563e-e1fc-4fef-9bab-0298f6ed237e,114.31.155.127,19476.0,106.51.15.4,8781.0,UDP,920.0,369384124.0,12.9716,77.5946,1.0,9619982033,7927785392
2025-10-29T12:13:00Z,cb01b87b-c15c-441d-8557-8df28c0680ba,115.96.238.127,34906.0,203.81.119.115,49651.0,TCP,1203.0,742721553.0,17.385,78.4867,1.0,7174205938,8996118723
